Non-specified (Transport),,,,,,,,,,,,,3.6,,,,,,0.1,,,6.8,0.4,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not listed above (transformation),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.746,,,8.317067927773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Not listed in other categories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.954,,,,,3.521,0.0,,,14.199,0.0,,,,,0.0,,0.261,2.486,,,,,,28.157,,,66.661,,,0.082,,,,,,,,,,,17.180997420464315,,,,,2.2331090494411003,,,,7.473368682526034,0.0,,,,,0.05604664660361135,,,3.0526308953138437,,,,,,0.25611607910576095,,,0.06797554218018534,,30.32024431563485,,,,,,,,,,,,17.713843508168527,,,,,2.8538422441960445,,,8.885115123722175,0.0,,,,,0.05604664660361135,,0.007356453616126874,10.558952377113787,,,,,,0.6447834623101174,,,0.3592194516098214,,41.07915926734021,
Oil and Gas Extraction,,,,,,,,,,,,1656.3,933.0,,,,,697.9,148.9,,,,1.6,0.5,,,,1478.1,,,,,,,,,,,,,4916.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil refineries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.904,1.664,,,,,,,7540.565,0.944,169.065,,,,,,936.88,11448.384,1496.021,678.14,4159.29,,,738.822,8.419,,64.994,5161.949,,961.993,614.276,365.369,44.811,,1638.399,,10.514,19101.122,,14.693,,24.0188525843126,1.6234928823922803,,,,,,,17513.80285573707,1952.4846340667566,167.4255374032674,,,,,,782.2776105856501,188.98153174261964,1041.5443162512179,265.85886595968276,0.909955096971434,1430.2167765357792,,662.9174787427152,5.534154963217732,,30.388141587847517,5585.2297697525555,,479.19241807585746,617.5072513614216,354.3804337441482,1940.4829182963124,,1340.8507995127543,218.5075615744721,,,3.583347664087131,19380.020880935313,10.830228336677177,56.66029325499188,13.682535588038597,,,,,,,16739.102156503774,2490.9201410066157,224.16878761822878,,,,,,754.3645504920225,1062.2236795380718,266.8896531957581,1.386500429922614,2350.990255087417,,775.6581365243145,1.120282793541607,,32.21496402980796,5738.67908665329,,603.9041177032578,82.13910385019585,300.9424859080921,0.6868914495318621,,3019.055901117799,261.4175117034489,,,,19410.243608429086,1.8536352345466705
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.229,0.0,1.803,0.0,0.0,0.0,0.0,0.0,3360.859,0.0,0.0,0.0,0.0,3719.662,19.987,0.0,0.0,4841.54,2261.7830686920797,0.0,0.0,13.943,0.041,1202.493,61.88,69.102,5105.703,0.0,0.0,31.968,0.0,0.0,506.362,35.177,0.0,21387.777,3.512,146.285,3.447,0.0,0.0,0.9595872742906277,0.0,3.3511512372217442,0.0,0.0,0.0,0.0,0.0,2664.6129836629407,0.0,0.0,0.0,0.0,3702.686110432932,7.244625967325881,0.0,0.0,5396.172088468519,1415.7237508359606,0.0,0.0,0.6786096780357314,0.0,692.7294873172829,0.0,0.008407375561287856,5693.669609271998,0.0,0.0,78.10480557944014,62.286578259529946,0.0,921.686506520493,0.0,0.0,13.88979650329607,0.0,20653.804098384822,0.0,0.0,0.0,0.0,0.0,4.570626731632751,0.0,0.0,0.0,0.0,0.0,3159.21762682717,0.0,0.0,0.0,0.0,2502.3443078744635,19.570674500812075,0.0,6299.263613260722,880.3014474061335,0.0,0.0,0.0,0.0,780.6500197640371,0.0,59.89099073277923,7320.539828953498,0.0,0.0,0.0,51.16904097948315,0.0,998.3123934508454,0.0,0.0,19.93486672398968,0.0,22095.76543720557,0.0
Other Sectors,0.0,0.0,0.0,0.0,3.2,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3360.9,0.0,19.7,0.0,0.0,4833.9,2357.1,0.0,0.0,449.5,1072.6,130.2,0.0,0.0,0.0,4833.5,4176.8,0.0,0.6,0.0,0.0,29.5,0.0,0.0,20.6,0.0,0.0,0.0,21299.8,0.0,8.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other consumption (transport),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,0.0,,,,,0.715,0.0,,,,,,,,,,,0.886,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.028116938950988817,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.028116938950988817,
"Paper, Pulp and Printing",,,,,,,,,,,,,114.7,,,,,15.3,4.1,,,,0.5,,,,,39.3,0.7,,,,,,,,2.2,,,,176.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petrochemical industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Petroleum Refineries,23.3,10.1,,2.0,1007.2,,,,,,,6311.8,167.1,,,11261.5,,611.7,3620.9,,619.7,,-1343.4,46.7,-24.2,,1313.9,,,0.0,9.1,,,368.9,1100.1,,2732.5,-30.3,,,17514.6,1458.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline Transport,,,,,,,,,,,,1.7,67.0,,,,,,5.1,,,,,0.1,,,,15.6,,,,,,,,,,,,,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.91,,,,,,,,,,4.441,,,,,,,,46.155,,,,0.263,,0.01,,,115.778,,,,,,,,,,,,1.962419102894812,,54.09802235597592,,,,,,,,,,4.298151332760103,,,,,,,,44.45647538693036,,,,,,0.006739896818572656,,,,,104.82180807537978,,,,,,,,,,1.1414070292347376,,63.92295786758383,,,,,,,,,4.682263303716442,,,,,,,,57.106620190240754,,,,,,0.007863212955001432,,,,,126.86111160373076,
Power plants (TPP) (main activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.453,,556.508,198.485,163.069,,,,,,,,,,,,,,1068.141,,,,,,0.026,,,1986.203,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1544.7814273430781,0.0,552.900773860705,324.7285468615649,160.7250214961307,,0.0,0.0,0.0,0.0,1.854829464029808,0.0,0.0,0.0,0.0,,0.0,0.0,1879.1467892976143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.60117512181141,0.0,2940.9571361018566,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power plants (TPP) (secondary activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829.026,0.07,234.657,0.884,0.269,,0.012,,,,49.336,,,,,,,,1571.851,,,,,,,,,1857.079,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,754.1434221840069,0.12149613069647464,204.54170249355116,0.8445399828030954,0.3044711951848667,,0.0,0.0,0.0,0.0,6.269036017961211,0.0,0.0,0.0,0.0,,0.0,0.0,1505.1536003976785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1717.2348462178752,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary energy production,21.1,,0.9,2.0,,,,,,,2849.8,74659.9,,,22.4,11484.2,,,,791.8,,2022.9,,,,,1313.9,22953.9,40986.3,,,,,,,,,,140.1,0.0,157399.4,,,150.3,55.904,,5.709,,,2719.985,,,72628.406,,,0.07,791.165,199.369,163.338,44096.85,,11619.186,,,,2212.8737938282216,,,,2419.444,,,23732.275,,,,,,,,10.514,160666.565,3.757,,7.72,,,,,,2428.463683481418,,,74002.08059615934,,,0.12149613069647464,757.4424763542562,325.573086844368,161.02949269131554,45546.55699153052,,11795.778925432309,,,,,,,,2470.23475494411,,,25396.48543908534,,,,,,,,,39.24541415878475,,162923.01235681245,,40.968042896723034,,,,,2789.3996011273525,,,83610.93223558566,,,0.15614789337919172,970.3347377472055,383.01908856405845,162.54307824591572,43821.755056939815,,,,,,,,,1999.140083190026,,,28703.933820516264,,,,,,,,,50.81600697430019,,162532.9978996807,
Production of brown coal briquettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Production of coal briquettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
Production of non-metallic products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.153,,,,162.32,,,,,653.591,8.477,,,42.778,108.095,,,,0.005,2.964,,3.753,263.903,,,,,,19.059,,,1272.098,,,,,,,,,1.5060344415782936,16.179804862902454,,,,171.69114359415306,,,,,725.9733539045571,4.549679946498519,,,45.28675838349097,104.39526607432883,,,,,2.7660668529664663,,,189.22074237962167,,2.2344304958440815,,1.2581675065682623,,18.778475852679847,,,,,1283.8399242951896,,,,,,,,14.569847855163848,,,,204.8871883061049,,,,,769.2671310412726,3.343221553453712,,45.36211426387695,110.88922327314417,,,,,1.0559376612209803,,,250.98134466358553,,,,3.4354288055794404,,22.731425336772713,,,,,1426.5228627601748,
Pulp and paper production and printing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.036,,,,,0.406,1.566,,,22.98,4.673,,,,,,,0.025,33.923,,,,,,3.726,,,155.335,,,,,,,,,,,,,,10.468271711092003,,,,,0.35965614402407564,1.5286376230056369,,,17.38962931116843,1.6566112544186489,,,,,,,,23.272558789230438,,,,,,1.033450845514474,,,,,55.7088156784537,,,,,,,,,,,,18.916251074806535,,,,,0.4676880270851246,1.5727046909334097,,19.515429444922134,2.3036447883825355,,,,,,,,31.046164481226715,,,,,,0.993011464603038,,,,,74.81489397195949,
Rail,,,,,,,,,,,,,255.1,,,,,,271.3,,,,,0.3,,,,,11.7,,,,,,,,,,,,538.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Railway transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.478,232.484,,,,,19.635,,,,,,,,,,,,,,,,,45.882,,,,,1054.478,,,,,,,,,,,,,,215.80025795356835,,,,,11.520700062768702,,,,,1169.993766122098,,,,,0.0,,,,,,,,,,,,,,1397.314724138435,,,,,,,,,,,,433.7852966466037,,,,,14.133721234307828,,,,1494.958655775294,,,,,0.0,,,,,,,,,,,,,,1942.8776736562054,
Road,,,,,,,,,,,,,,,,,,,,,,,11.7,9.2,5282.2,,,280.3,,,,,,,,,,,,,7232.7,1649.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.312,3.714,,,,,,,,,,,,,,0.0,,,4886.726,3.156,,,,,,605.547,,,7056.455,,,,,,,,,,,,,2420.653368922375,4.56603611349957,,,,,,,,,,,,,,,,,5435.481799942677,4.950594002579535,,,,,,308.3053468042419,,,,,8173.9571457853735,,,,,,,,,,,2539.636463854309,3.5713671539122953,,,,,,,,,,,,,,,,5560.011846756473,134.1315539821582,,,,,,391.8643409286328,,,,,8629.215572675486,
Statistical Differences,0.0,2.5999999999999996,0.0,0.0,1125.2000000000003,0.0,0.0,0.40000000000000036,0.0,20.799999999999955,67.0,-223.2,-0.6999999999998181,0.0,0.0,0.0,0.0,4.800000000000182,-21.199999999999818,0.0,31.19999999999999,45.5,-164.3,68.9,-144.89999999999964,0.0,0.0,-1210.8999999999996,0.0,0.0,8.2,0.0,0.2,91.3,0.0,0.0,-190.1,60.7,0.0,0.0,-450.4999999999927,-27.299999999999955,5.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical discrepancies,0.0,2.6,0.0,0.0,0.0,0.0,0.0,26.9,0.0,20.8,40.1,-223.2,-0.7,0.0,0.0,0.0,0.0,4.8,-21.2,0.0,31.2,45.6,-164.3,39.0,-114.9,0.0,0.0,-1620.7,33.7,0.0,0.0,0.0,0.0,91.3,0.0,0.0,-223.2,60.7,0.0,0.0,-1971.5000000000002,0.0,0.0,0.0,0.0,10.911,0.0,0.0,0.008,-2.937,-25.948,0.0,0.0,-798.005,0.0,0.0,0.0,0.0,0.0,-11.504,-39.181,0.0,0.0,4.362,61.575,0.0,-0.052,11.064,0.893,4.268,69.539,30.589,-16.739,13.542,0.0,0.309,87.732,0.128,337.883,6.903,0.001,-186.126,-1.922,70.394,0.061,-3.552713678800501e-15,4.56286892137193,-1.1102230246251565e-15,0.0,-6.128475207756168e-05,2.842170943040401e-14,-3.663835984522507,0.0,7.192024753521764e-12,0.0,0.0,0.0,0.0,0.0,-2.842170943040401e-14,9.002657407108927e-05,55.504590525461026,-8.266928808176033e-13,0.0,0.0,-0.0003967137195104442,0.0,0.0,0.00045207043837081073,3.6351258822967414,0.00013924059317105275,0.0,-25.25162037737755,-761.1721699690079,-130.16173669957004,-3.888341293138616,0.0,2.17525988969561,0.0001983595586127762,64.26491616509065,0.0006599684723518351,-0.00023345955861842071,6.448839199535428e-06,-4.440892098500626e-16,-2063.5224349128184,0.00024384675647404208,-0.2899861469379985,-0.48111206649469906,4.984095509458298,0.0,0.0,-173.41103468042456,15.806910408904628,-2.7755575615628914e-14,-1123.3409493885358,-25.159808048133073,0.0,0.05193465176268269,0.0,-5.684341886080802e-14,-2.842170943040401e-14,-927.971818984955,4.547133849240557,0.0,0.004609725803675246,-175.71582115219235,0.0,,21.918157303908004,-6.661338147750939e-16,50.09504128497417,2.1963668672971437,-84.4436801375632,-1686.9213800515972,-2.2737367544323206e-13,-53.69641116843411,1.0058278398777745,-535.0233448046715,0.0012962166809974002,91.19642053596976,22.955903362950277,8.038954141587851,0.0,0.0,-4634.3981564368805,0.9507690837871392
"Stock Changes = begining - end (+,–)",,0.6,,,-25.7,,-0.2,1.1,,-71.5,-69.6,906.8,,,1.1,,-1.8,,832.6,,18.4,-104.9,-9.7,2.9,214.3,,,467.7,17.1,,-4.2,,0.0,-0.6,0.0,,4.6,-0.5,,,2166.8,-11.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.085,-0.302,0.195,0.0,-1.524,-14.852,-19.61,0.0,59.941,-33.304,,0.0,0.0,0.0,0.0,-1844.428,33.153,0.0,0.0,,-60.664,0.0,1.924,-4.222,1.747,-132.068,-34.158,-85.774,-412.847,-36.832,0.0,-13.044,-22.239,-0.009,-86.076,-0.256,0.0,-2719.833,0.0,-0.093,-0.409,-10.733487245629119,-4.8517340212095155,-0.9724849527085124,0.0,-0.0007404222795452942,-142.05127185439957,40.027293040030564,0.0,703.879110705073,64.37558316790867,0.0,0.0,0.0,0.0,0.0,62.01660273688742,126.02691793254992,-236.79189685439948,0.0,0.0,288.13224897296266,0.0,0.0,4.841718973918034,0.9805101748351959,-406.12483383490974,15.768812123817707,-129.17196904557176,-661.3977697522572,75.69489634088086,-2601.1557833190022,-25.027323970574194,100.95944127030191,0.0,69.8354408856406,-12.890384207509314,19.137033533963887,-1.28648371070985,0.0,-2670.2392998691244,-9.458746536734498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stock changes (+,-)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1598490493933324,-0.03957198815324148,-0.2663370593293206,0.0,-1.4897296264450175,38.40590068787619,-40.14961820483421,0.0,-279.02491049250045,-46.70922717645936,0.0,0.0,0.0,0.0,0.0,-849.2179266319864,-0.10341071940384061,0.0,0.0,97.92287665997897,0.0,0.0,-62.37909023597973,4.306678131269704,-170.5810303095443,15.008823588420753,-127.92137193081828,-2161.9830170894234,103.15996560619095,0.0,-13.056367631604083,-126.69018122702298,-0.002880481513327601,-127.12905710805381,-46.94675728479984,-9.048745485812553,1.45144262921563,0.0,-3803.3683680678437,-4.044673736505208
Stocks - beginning of the year (+),,0.7,,,12.5,,1.3,7.9,,32.7,40.5,1743.0,,,2.4,,0.1,,966.7,,26.4,29.6,186.5,5.1,532.1,,,1799.5,497.5,,8.3,,,8.1,,,184.1,,,,6085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stocks - end of the year (-),,-0.1,,,-38.2,,-1.5,-6.8,,-104.3,-110.0,-836.2,,,-1.3,,-1.9,,-134.1,,-8.0,-134.5,-196.2,-2.2,-317.8,,,-1331.8,-480.4,,-12.5,,0.0,-8.6,,,-179.5,-0.5,,,-3918.5,-11.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stocks at year end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.085,-0.438,-1.609,,-1.524,-121.475,-124.097,,-776.292,-44.974,,,,,,-2351.441,-144.341,,,,-194.81,,0.0,-12.76,-10.776,-270.08,-36.347,-403.587,-1743.856,-75.04,,-21.836,-22.696,-0.009,-282.347,-6.851,,-6664.198,-0.961,-0.093,-1.871,-17.859146842457246,-5.290149995223082,-2.010103181427343,,-1.129143976306487,-223.94273729339832,-41.586610060189166,,-37.086669664182665,-28.336216945352056,,,,,,-996.4442270004298,-0.31042801184675645,-236.79189685439948,,,-120.80526894047959,,0.0,-27.958095203974388,-9.916499474539027,-533.3271726139295,-20.463641301232446,-537.0211139772618,-2364.7481538666166,0.5616967612496417,-2601.1557833190022,-46.51017483519634,-156.1235284173593,,-363.76795772427624,-18.93209558612783,13.142163083978216,-2.748925193465176,,-8390.117474204342,-9.555593770899016,-5.259748734116745,-5.329721983376324,-2.2764402407566635,,-1.4897296264450175,-50.708327959300654,-206.6920417741473,,-1121.5997553740328,-75.04544412181141,,,,,,-1845.6621536324162,-0.41383873125059706,,,-22.88239228050062,,,-69.55281551542943,-5.6098213432693225,-703.9082029234738,-5.4548177128116935,-662.3477596254777,-4806.434141202708,-277.9708111206649,,-59.56654246680042,-373.2978134198433,-0.002880481513327601,-369.8934006162223,-55.57034532339733,-9.049620521639438,-0.10416069551925097,,-10749.722994934331,-13.600267507404224
Stocks at year start,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,1.804,,,106.623,104.487,,836.233,11.67,,,,,,507.014,177.494,,,,134.146,,1.924,8.539,12.523,138.012,2.189,317.813,1363.458,38.208,,8.791,0.457,,196.271,6.595,,3976.813,0.961,,1.462,7.125659596828127,0.4384159740135664,1.0376182287188305,,1.1284035540269417,81.89146543899875,81.61390310021973,,740.9657803692556,92.71180011326072,,,,,,1058.4608297373172,126.33734594439667,,,,408.93751791344226,,0.0,32.79981417789242,10.897009649374223,127.20233877901977,36.23245342505015,407.8491449316901,1703.3503841143597,75.13319957963122,,21.482850864622144,257.0829696876612,,433.60339860991684,6.041711378618515,5.99487044998567,1.4624414827553263,,5719.878174335218,0.09684723416451706,8.419597783510078,5.290149995223082,2.010103181427343,,,89.11422864717684,166.5424235693131,,842.5748448815324,28.336216945352056,,,,,,996.4442270004298,0.31042801184675645,,,120.80526894047959,,,7.173725279449697,9.916499474539027,533.3271726139295,20.463641301232446,534.4263876946594,2644.4511241132845,381.13077672685586,,46.51017483519634,246.60763219282032,,242.7643435081685,8.623588038597497,0.0008750358268844942,1.5556033247348808,,6946.354626866484,9.555593770899016
Textile and leather industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.817,,,,,1.17,0.0,,,2.065,0.0,,,,,,,0.241,10.174,,,,,,0.207,,,22.701,,,0.027,,,,,,,,,,,8.271539122957867,,,,,0.5127013116938951,,,,1.4670392662654055,0.0,,,,,,,,11.320687854686158,,,,,,0.16625078819145886,,,0.0006971911722556606,,21.738915534967038,,,,,,,,,,,,12.361220980223559,,,,,,,,2.1360943918983466,0.0,,,,,,,,,,,,,,,,,,,14.497315372121905,
Textiles and Leather,,,,,,,,,,,,,10.5,,,,,2.0,,,,,0.2,,,,,9.6,1.1,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total primary energy consumption,23.3,-0.7999999999999999,0.9,2.0,-106.0,0.0,3.0,-26.9,0.0,608.0,2094.7,7949.3,-48.8,0.0,25.8,11261.5,3.0,0.0,792.9,791.8,-430.5,585.2,-1968.1000000000001,150.7,110.4,0.0,1313.9,16966.5,30272.1,0.0,-4.2,0.0,0.1,-120.8,0.0,0.0,-2022.2,-3.6,140.1,0.0,68678.8,163.7,1.5,150.3,55.903,43.258,2.229,0.0,-0.027,2208.315,369.679,0.0,7720.156,151.847,124.74,0.07,791.165,199.369,163.338,29805.715,-144.984,11448.384,0.0,0.0,-192.531,2212.8737938282216,1.924,-379.229,-1.319,1322.121,128.73,-159.086,18452.994,-58.472,-614.276,-183.91,-2170.954,0.131,-1640.034,-23.184,10.514,69868.323,3.757,209.135,9.983,2.468882057896245,4.23171386261584,-7.357480653482373,0.0,1.3245541733543515,2240.1675814464506,389.24590868921365,0.0,18675.12014292538,468.1687348556176,178.02390369733445,0.12149613069647464,757.4424763542562,325.573086844368,161.02949269131554,33011.56628481255,-80.33165672781122,195.81948479745782,0.0,0.0,212.61174143474733,0.0,0.0,-288.25069988332103,1.03304314607815,788.1214900574461,163.24933734594438,-174.40056467851338,19605.642865127902,286.3999906339543,-615.359369094801,-192.67688927104234,-1848.4346645629175,0.06644943436514761,-1094.044764545715,193.30942532626347,-13.097769716365725,40.744016910289474,0.04560045858412152,73377.85708209901,-9.716761981083405,56.37030710805388,1.2308971051877349,4.984095509458298,0.0,2.1050205407471108,2768.360960638196,368.6328030954429,0.0,15848.854258634297,23.55651479956051,205.25941530524508,0.15614789337919172,970.3347377472055,383.01908856405845,162.54307824591572,30920.218022722707,-107.15700773860704,0.0,0.0,37.57210757619184,0.0,0.0,-353.8840353014234,0.7923951466513799,1045.9250926483235,134.81816623674405,-144.48600363044568,24564.302671440597,471.781224801758,-135.83551501862996,-221.02598643355304,-1833.2763595995746,0.06817139581541988,-1089.8918647893377,231.93991989108628,-66.85273717397536,52.40827314416739,0.04347950702206936,74304.01388630064,1.1465462883347648
Transformation Sector - Inputs,23.3,0.0,0.9,2.0,0.0,0.0,0.0,0.0,0.0,1346.9,2054.6,6311.8,0.0,0.0,2.6,11261.5,0.0,0.0,600.5,791.8,0.0,46.3,-1343.4,0.0,-24.2,0.0,1313.9,9700.6,22475.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.1,-30.3,140.1,0.0,55300.9,0.0,0.0,150.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
