Electricity plants (TPP) (main activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.9523645743766,,,,,,,,,,,,,,,,8.994840928632847,,,,,,,0.011233161364287758,,,,,1931.9523645743766,
Electricity plants (TPP) (secondary activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10421324161650902,277.4066208082545,1.061908856405847,1.099226139294927,12.632978325451415,,,,22.613308493360087,,,,,,,,2694.6927087543,,,,0.03303296928441769,,0.17074405273717397,,,,,3009.814741640704,
Electricity plants (TPP) (secondary activity) - electricity generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.8377472055023,,,,,,,,,,,,,,,,,,,,22.314798891755036,,,,,,,,948.8377472055023,
Exports,-2.0,-2.8,,,-86.4,,-0.5,-28.0,,-19.8,-967.8,-67617.4,-226.9,,,-223.2,,,-37.3,,-16.0,-1332.9,-1958.5,-16.9,-105.0,,,-8458.1,-10737.8,,,,,-206.5,,,-2026.8,-3.1,,,-94241.19999999998,-167.5,,,-4.888,-0.172,-3.675,,-0.395,-527.989,-19.548,,-64968.823,-0.856,-192.891,,,,,-12472.228,-178.137,-170.801,,,-129.021,,,-13.549,,-965.421,-33.258,-76.511,-5911.549,-71.514,-614.276,-252.182,-2148.715,-0.001,-1554.88,-22.929,,-90335.323,,-1.105,-0.011,-2.877862520301901,,-6.38499570077386,,-1.2090018140345848,-232.88186741664276,-12.87834073755613,,-56030.83956393904,-0.1648173153721219,-233.04153052450562,,,,,-12621.720953103611,-206.35857466036114,-11363.167543780452,,,-73.16545406635139,,,-13.661583862221743,,-1276.4282788420035,-26.89979421037546,-47.46592791153148,-6241.72004139886,-33.44431861308876,1984.3689653195754,-248.45352058851628,-1949.3941058332193,-0.022975104614502723,-1164.6687733591286,-13.317078823683959,-32.23480325032961,-0.5230486290245534,0.04560045858412152,-89849.19230669778,-0.6821164703353396,-0.893957294353683,,4.990111779879622,,-0.008885067354542848,-488.97176602655964,-8.493707007738605,,-67483.05306645886,-0.08240865768606095,-210.71539122957867,,,,,-12083.292298591572,-107.0535970192032,,,-61.8235406515716,,,-10.859833285564152,-3.532148657686061,-783.9112585984523,-22.704657494984232,-39.17731919365625,-6327.29502925265,-40.314007834145414,-137.8752049297793,-292.6751695805866,-1706.7503716610536,0.0,-964.0928139868156,-2.658872981752173,-57.80574175981657,-0.14681857265692175,,-90829.19983675038,-0.0020827362185917644
Ferrous metallurgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.122,,,395.753,12.025,,,1126.373,,,,,766.764,178.487,,,547.641,44.438,,,,0.038,,,0.018,334.157,,,,,,44.866,,,3692.682,,,,,,,171.4201777013471,,,379.6361489681857,,,,1204.0605331040413,,,,,576.2074040184866,127.60647750071652,,,500.5280882774434,44.53747492118086,,,,,,,,260.5267749328246,,,,,,36.2730013614216,,,,,3300.796080785647,,,,,172.54853348619463,0.008144645074997611,,485.18698230151904,,,,1129.7636285468616,,,,,589.5560935692175,76.23406897869495,,450.37491640393614,40.18386357122384,,,,,,,,347.3144974562912,,,0.032769657017292446,1.2455372536065732,,36.92901798509602,,,,,3329.3780538547335,
Final energy consumption,0.0,6.5,0.0,0.0,338.6,234.6,3.3,6.5,0.0,838.7,0.0,1.7,7469.4,0.0,21.2,0.0,3.0,6295.4,3685.2,0.0,157.8,491.5,1181.9,143.0,5282.2,0.0,0.0,6537.2,7515.4,0.0,0.8,0.0,0.0,156.9,0.0,0.0,424.7,0.0,0.0,0.0,42453.2,1649.3,8.7,0.0,0.0,34.01,2.229,242.122,1.803,2.937,778.695,12.025,0.0,2321.845,7150.683,0.0,0.0,0.0,0.0,7254.388,256.275,0.0,0.0,6103.168,3131.23,0.0,1.976,348.529,2.582,1229.972,61.88,4964.63,6638.457,0.0,0.0,166.621,46.144,0.002,1287.319,54.33,0.0,42248.031,3.512,146.385,4.284,0.0,0.6435654915448552,0.9595872742906277,171.4201777013471,3.3511512372217442,1.5060344415782936,756.5344502961688,0.0,1.962419102894812,2420.653368922375,6521.949097162511,0.0,0.0,0.0,0.0,6767.829175080051,169.16563962931116,0.0,0.0,6648.70246966657,3511.856668577434,0.0,0.0,374.3202670297124,0.0,719.6045608340498,0.0,5435.490207318238,7065.0282866634425,0.0,6.036223559759243,139.25164803668673,89.87299384369925,0.0,1325.1996357838923,0.0,16.751685869876756,14.868998519155438,0.0,43432.486902518125,0.0,0.0,15.361220980223562,0.0,172.54853348619463,4.580252221266838,0.0,665.8651966895958,0.0,1.1414070292347376,2539.636463854309,7319.649183147032,0.0,0.0,0.0,0.0,3973.706145601033,130.01743575045379,0.0,7530.946999140153,3106.498375847903,0.0,0.0,393.6164760676408,0.0,802.9113710108127,0.0,5621.06725900449,9181.498050354687,0.0,0.0,56.59587274290627,76.76570594322635,0.0,1504.3752994411007,0.0,0.0,26.79339352249928,0.04347950702206936,43123.61812134179,0.0
Final non-energy consumption,0.0,0.0,0.0,0.0,562.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,224.7,0.0,0.0,4.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387,0.0,59.49,4.936,188.284,889.979,0.0,0.0,0.0,0.002,0.0,0.13,0.0,1154.353,0.0,7.05,0.043,0.0,0.6435654915448552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.883729817521735,0.0,193.6374789337919,0.13872169676124962,175.0937174467971,895.7541454093817,0.0,0.0,0.0,0.06625107480653483,0.0,0.0,0.1977580968758957,0.0,0.0,1269.5285904763184,1.113222508837298,0.0,0.0,0.0,0.0,0.0,0.0,0.00131532435272762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0428317569504153,1.6121142638769468,0.0,164.66386600745204,7.451036591191363,238.46753932896246,1050.361929874845,0.0,0.0,0.0,0.06687517913442248,0.0,0.03299842361708226,54.56985927199771,1.3228704499856692,0.0,1523.6426489114597,2.0494124390942963
Fishing,,,,,,,,,,,,,8.6,,,,,0.1,,,,,,,,,,0.1,2.0,,,,,,,,,,,,10.7,,,,,,,,,,,,,,3.836,,,,,0.424,,,,,,,,,,0.0,,,0.118,,,,,,0.075,,,4.481,,,,,,,,,,,,,,1.610232158211522,,,,,0.1071316173688736,,,,0.024863857838922324,,,,,,0.0,,,0.20303791380051592,,,,,,0.05953575523072513,,,,,2.004801302450559,,,,,,,,,,,,1.6395528804815134,,,,,0.01845544668959587,,,0.0037976497563771854,,,,,,0.009890584694754945,,,0.20499963277443395,,,,,,,,,,,1.8766961943966753,
"Food, Beverages and Tobacco",,,,,,,,,,,,,142.2,,,,,141.1,31.3,,,7.0,22.4,,,,,183.8,37.1,,,,,,,,29.7,,,,594.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas processing enterprises,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212.8737938282216,,,,,,,,,,,,,2057.697,,,2212.874,,,,,,,,,,,,,,,,,,,,,4.144156181331804,,,,-1430.2167765357792,,,,,,,,,,,,,1462.2722873316136,,,,,-1426.0726203544475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.8299137109486,,,,,,2403.683101891659,,,,,0.0,
Heating boiler houses (main activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.6258871294071,112.44153052450561,,1672.497611541034,6.38611827648801,,,,,88.11333512467759,,,1039.499190527372,,,,,,0.15951089137288618,,,20.48645743766122,,2631.7120299114845,
Heating boiler houses (main activity) - heat production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404.19,138.41,,,4067.079,467.544,,,,,61.179,,,2305.441,,,,,,0.384,,,4378.93,2.166,,,,,,,,,,,,,,,,,,1330.9190393486672,164.49159262443868,,,2863.1928919461166,21.200105092194516,,,,,65.91038542562339,,,1960.9648891444538,,,,,,316.7515608340498,,,,,3860.2375724694275,,,,,,,,,,,,,,,,,0.0418623546861565,,,128.50578007069836,0.3563819623578867,,,,,,,1.643641922231775,,,,,,,0.05841243909429636,,,,,130.60607874906847,
Heating boiler houses (secondary activity),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.1758387476355,112.74804146364765,,1898.6851523836801,17.96391038501958,,,,,,,,1552.0149470747351,,,,0.5236697189500334,,294.20548265978795,,,,,2585.6318900497754,
Heating boiler houses (secondary activity) - heat production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.616,,,,,,,,,,,,8.738390990732778,,,,,,,679.0434036371453,16.33713098308971,,,646.5,,,,,,,,,769.4739684947335,,,,,,,,,,,1464.8545031149686,,,,,,,,,,3.0904763423139383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0904763423139383,
Housing sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.229,,0.578,,,,,,1959.993,,,,,410.459,19.504,,,1857.36,879.9433163275054,,,13.943,0.036,857.133,61.88,47.427,482.46,,,31.968,,,121.252,35.177,,6930.409,,146.285,2.78,,,,,1.2572370306678131,,,,,,1279.0771281169389,,,,,3334.5265068134136,,,,3307.8070125155245,336.9134422470621,,,,,175.20087532244196,,,5092.595973085053,,,,,,367.90176110633416,,,2.2880720359224225,,13897.568008273356,,,,,,3.324496035158116,,,,,,1427.9046431642303,,,,,2307.2004657742914,,,4710.180591382439,475.1988869781217,,,,,450.7966652928418,,,6097.373718633567,,,,0.023317390083118374,,820.3757474921181,,,12.97960256042801,,16305.35813470328,
Housing sector (population),,,,,,,3.3,,,,,,1278.0,,18.2,,,2826.3,1690.7,,,371.0,1021.6,3.8,,,,4097.8,3402.6,,,,,,,,,,,,14713.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imports,4.2,1.4,,,6.1,,3.6,,,699.2,282.2,0.0,178.1,,2.3,0.5,9.2,,0.4,,65.3,0.0,0.1,164.6,1.1,,,2002.9,6.5,,0.0,,0.1,86.2,,,,,,,3858.3999999999996,342.9,1.5,,18.973,44.939,,,1.891,31.17,408.837,,0.632,186.006,317.631,,,,,25.521,,,,,0.001,,,121.988,0.002,0.165,196.146,3.199,1045.114,49.873,,81.317,,0.141,0.921,,0.001,2747.482,,210.333,2.683,16.080231823827265,9.793660934365148,,,2.5342964096684817,186.6370372360753,362.09695638673924,,,403.9579690030811,411.06543422184006,,,,,24.71364364875322,,,,,0.0019972590044903026,,,243.13187208437466,0.052532971242954044,0.43984779024935516,174.38031943250215,2.2373322785898533,1112.2752371936804,244.1494129061622,1.4274489046259673,80.80395528804814,,0.08942453897965033,0.7885679277730007,219.51688835745676,,3.3081350912391323,,3499.906302714265,0.42410102598643357,13.1363724562912,1.2704690933409764,0.26032078890799654,,3.6036352345466707,429.52722484952704,417.2761283080157,,,70.34815063370593,415.97480653482376,,,,,30.973191006448836,0.0,,,1.6216919843317088,,,185.37163848285087,0.017865673067736697,1.2772983662940671,142.52349999999998,22.61268749402885,4349.646897266409,408.93526702971246,2.0396899111493263,84.70555077863763,0.16419328850195855,0.07105187732874749,1.3300063055316709,281.5455501576383,0.0017500716537689883,0.2876421133084933,0.04347950702206936,6869.759361974133,5.193302761058565
Industry Sector,0.0,0.0,0.0,0.0,335.4,234.6,0.0,6.5,0.0,838.7,0.0,0.0,3782.9,0.0,1.5,0.0,0.0,1461.5,1045.4,0.0,0.0,35.0,96.9,3.1,0.0,0.0,0.0,1407.8,3326.8,0.0,0.2,0.0,0.0,127.4,0.0,0.0,404.1,0.0,0.0,0.0,13107.9,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industry sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,242.122,0.0,2.937,778.695,12.025,0.0,0.0,3488.716,0.0,0.0,0.0,0.0,3515.091,236.106,0.0,0.0,1261.628,865.006,0.0,0.0,0.0,0.114,26.764,0.0,8.802,1483.442,0.0,0.0,134.653,0.0,0.0,175.176,19.153,0.0,12251.367,0.0,0.1,0.837,0.0,0.0,0.0,171.4201777013471,0.0,1.5060344415782936,756.5344502961688,0.0,0.0,0.0,3582.871797076526,0.0,0.0,0.0,0.0,3053.6223645843506,161.92101366198528,0.0,0.0,1252.5303811980511,912.1231728288907,0.0,0.0,0.0,0.0,26.87507351676698,0.0,0.0,1321.9516080019348,0.0,6.036223559759243,61.14684245724658,27.586415584169295,0.0,95.20104256233878,0.0,16.751685869876756,0.9792020158593674,0.0,11449.057485356849,0.0,0.0,0.0,0.0,172.54853348619463,0.009625489634088085,0.0,665.8651966895958,0.0,0.0,0.0,3659.123817712811,0.0,0.0,0.0,0.0,1457.2281164922615,110.44676124964172,0.0,1231.6833858794305,705.3137957389891,0.0,0.0,0.0,0.0,22.26135124677558,0.0,1.1644215152383681,1669.7200472287907,0.0,0.0,56.59587274290627,25.596664963743194,0.0,114.18957853253082,0.0,0.0,6.858526798509601,0.04347950702206936,9898.649175274075,0.0
Inland waterway transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.055,,,,,,,0.011,,,,,,,,,,,,,,,,,,0.225,,,8.29,,,,,,,,,,,,,,,,,,,,,,,,9.717827457724276,,,,,,,,,,,,,,,,,,,9.717827457724276,,,,,,,,,,,,,,,,,,,,,21.242213623769945,,,,,,,,,,,,,,0.0011233161364287761,,,,,21.243336939906374,
Inter-product transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.011084061813,,,,,,,,2.19258144645075,,,,,,,,,,,25.243145122766787,,,,,-2.1753181831709183,,,,,,,1189.2714924478596,,,,,,,,,,,,,,,,,,2.19258144645075,,,1.8486672398968187,2350.990255087417,,,,,,,,,,,-2.1753181831709183,,2403.683101891659,122.52314689022643,,,,4879.06243437248,
Internal air transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.01,,,,,,,,,,,,,,,,,,,,,1.976,334.585,2.428,,,,,,,,,,,,,372.999,,,,,0.6435654915448552,,,,,,,,,,,,,,,,,,,,,,373.64165735167666,,,,,,,,,,,,,,,,374.2852228432215,,,15.361220980223562,,,,,,,,,,,,,,,,,,,,,393.6164760676408,,,,,,,,,,,,,,,,408.97769704786435,
International marine/aviation bunkers,,,,,,,,,,,,,,,,,-4.4,,-2.8,,-498.2,,,,,,,,,,,,,,,,,,,,-505.4,,,,,-1.208,,,,,,,,,,,,,,,,,,,-2.848,,,-483.446,-3.067,,,,,,,,,,,,,-490.568,,,,,-0.7102130505397918,,,,,,,,,,,,,,,,,,,-2.3570507308684436,,,-522.562707079392,,,,,,,,,,,,,,,,-525.6299708608002,,,0.0,,,,,,,,,,,,,,,,,,-0.14892041654724375,,,-466.0167502627304,,,-0.009499856692462024,,,,,,,,,,,,,-466.1751705359701,
Iron and Steel,,,,,,234.6,,,,395.2,,,1234.3,,,,,678.5,43.8,,,,35.7,,,,,309.8,566.3,,,,,,,,331.2,,,,3829.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Losses (transmission/distribution),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.725,0.0,116.624,0.79,1069.687,0.0,0.0,0.0,0.0,3.973,0.051,0.0,332.776,1725.869,1.1,0.0,0.0,0.001,1.223,0.639,0.009,2.708,799.625,0.0,0.0,0.0,0.0,0.0,2.869,0.07,0.0,4060.739,0.0,0.0,0.0,0.0,0.005206840546479411,0.0,49.285779115314796,0.0,0.0,2.6424866246297887,0.0,404.31840925050153,0.0,1288.6164230438521,0.0,0.0,0.0,0.0,7.361022432072227,0.019585363523454666,0.042910038693035245,0.0,1069.375489634088,0.7271424476927486,0.0,0.0,0.3460597592433362,0.03047673640966848,0.08383447979363715,0.0,0.3951466513805293,411.646128627472,0.0,0.0,0.0,0.0,0.0,1.0705202780166234,0.0,0.03500143307537976,0.0028183815802044518,0.0,3236.0044411378854,0.0,0.0,0.03332377949746823,0.0,50.5929110537881,0.0,0.0,1.8848597974586796,1.4949842361708356,144.41039777395622,0.0,891.6744625967324,0.0,0.0,0.0,0.0,9.578376831900258,0.019585363523454666,0.0,754.1304337441484,5.840761440718445,0.0,,0.32007929683768027,0.0,2.9115997420464317,0.0,32.05522117130029,506.69435549226125,0.001001241998662463,0.0,0.0,0.0,0.0,31.331533677271427,5.836721171300277,1.7430713671538944,0.0028183815802044518,0.0,2440.5564981596444,0.0
"Losses during technological processes, transportation and distribution (–)",0.0,0.0,0.0,0.0,0.0,45.4,0.0,0.0,0.0,2.7,0.0,202.7,812.1,0.0,0.0,0.0,0.0,1013.9,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,334.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2416.4,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machinery,,,,,,,,,,0.1,,,74.2,,,,,40.4,3.0,,,0.5,2.5,0.5,,,,22.5,23.3,,,,,,,,3.7,,,,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Activity Producer CHP Plants,,,,,,,,,,,,,7069.599999999999,,,,,5692.8,398.3,,,46.3,,,,,,2427.4,14535.0,,,,,,,,347.8,,,,17754.699999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Activity Producer Electricity Plants,,,,,,,,,,,,,1428.2,,,,,,,532.5,,,,,,,,2004.9,,,,,,,,,,,139.8,,2826.4,,,149.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Activity Producer Heat Plants,,,,,,,,,,,,,,,,,,2955.9,202.3,,,,,,,,,3163.4,6062.4,,,,,,,,,,,,9428.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manufacture of food, beverages and tobacco products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,,,,150.456,,,,,24.19,29.002,,,143.321,31.418,,,,,7.568,,0.596,189.355,,,,,,28.198,,,604.172,,,0.006,,,,,,,0.48930065921467464,,,,132.19828030954426,,,,,26.841106519217536,12.680543613260724,,,151.29452087513135,31.793995414158786,,,,,8.220017841788477,,,118.64652908963886,,,,0.2564912909143021,,23.782849240470046,,,,,506.20363485333905,,,,,,,,0.391308994936467,,,,169.99974204643163,,,,,22.711452749355114,11.974491258240183,,153.0766217636381,36.616962835578484,,,,,9.81946668099742,,0.3447023980128021,241.91820300408426,,,,0.8909186127591479,,38.03885432788764,,,5.51963313270278,0.04347950702206936,691.345837311646,
Mechanical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.071,,,,74.986,,,,,21.705,2.463,,,37.918,3.047,,,,0.008,0.558,,0.059,33.657,,,,,,2.542,,,177.058,,0.019,0.025,,,,,,,0.16244255756186107,,,,53.79011177987961,,,,,22.217206884350816,2.804624056558708,,,42.05746632272857,8.929062768701634,,,,,1.2155999570077385,,,16.764752265154772,,,,,,2.354470621954715,,,0.024863857838922324,,150.32060107173734,,,,,,0.0007404222795452373,,,,,,63.35864144453998,,,,,,1.893904652718066,,41.04452087513136,9.508311837202635,,,,,,,,25.287538433290337,,,,0.14281901425910004,,1.8545949412439091,,,0.13771854399541414,,143.22879016466035,
Mining and Quarrying,,,,,,,,,,17.4,,,510.5,,,,,138.5,494.6,,,5.6,5.1,,,,,320.6,448.6,,0.1,,,,,,5.9,,,,1946.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mining industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.024,,,,519.63,,,,,416.611,5.249,,,137.957,436.132,,,,0.001,9.42,,0.189,219.998,,,,,,6.6,,,1764.817,,,0.006,,,,,,,10.362782912964555,,,,541.1665520206362,,,,,424.02289035038694,4.615290914302093,,,136.63726473679182,396.3830132798318,,,,,8.645312983662942,,,156.22001919873173,,,,0.8471985063533009,,3.893413728862138,,,0.004515142829846183,,1682.7982537753535,,,,,,,,19.038004681379572,,,,728.562682717111,,,,,37.28585403998281,4.3126970478647175,,144.74656061908854,315.2768462787809,,,,,10.856565133276009,,0.009458297506448839,187.52562101425912,,,,0.7889050311455049,,1.6782343078245914,,,0.004920225470526416,,1450.0863493936897,
Mining of oil and gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.351,,644.528,,,,,,0.21,,,697.87,,,,,,,2.079,,640.665,,,,,,274.223,,,2309.926,,,,,,,,,,,,746.2980678441744,,687.3253654342218,,,,,,,2.6508868348141776,,576.4889892041654,99.9964650807299,,,,,,,0.007356453616126874,1794.463795061264,,,,,,1.7613597019203209,,,,,3908.992285614906,,,,,,,,,,84.45077037355493,,976.6781599312126,,,,,,,,440.0704356549154,39.917860896149804,,,,,,0.12634809400974492,6.105856501385306,1751.3059776350674,,,,,,2.1062177558039554,,,,,3300.761626842099,
Non-Ferrous Metals,,,,,,,,6.5,,226.9,,,1101.0,,,,,187.6,108.3,,,5.8,1.0,1.8,,,,5.3,1547.9,,0.1,,,127.4,,,1.3,,,,3320.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Metallic Minerals,,,,,96.5,,,,,7.7,,,153.2,,,,,42.2,103.4,,,2.6,19.0,,,,,146.8,650.7,,,,,,,,8.2,,,,1230.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-ferrous metallurgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.456,,,,982.131,,,,,1594.512,0.0,,,168.255,109.35,,,,0.061,6.176,,0.014,6.315,,,134.653,,,1.075,19.153,,3231.153,,,0.002,,,,,,,200.87041618897484,,,,1082.7159931212382,,,,,1243.1980505687875,,,,170.74560523550204,110.26170344893474,,,,,5.624916809974205,,,5.189825631448839,,,56.33170918123626,,,0.7762114502722841,,16.751685869876756,0.022427629693321866,,2892.4885451359387,,,,,,0.0007404222795452373,,,,,,803.9515907136716,,,,,,,,167.39779784083308,43.901738798127454,,,,,,,0.001050921945160982,,,,56.56310308588898,,,,,,0.07523645743766122,,1071.8912582401836,
Non-specified (Industry),,,,,0.0,,,,,,,,26.6,,0.1,,,73.5,0.3,,,,0.2,0.1,,,,4.6,4.3,,,,,,,,,,,,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-specified (Other),,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-specified (Own Use for Energy Produstion),,,,,,,0.8,,,,,,284.1,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,286.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
